🎬  Reel Content Bank — 200 Ideas,,,,,,,,,,
200 production-ready ideas  |  Phase 2 + 3  |  हर row = ready to shoot/design,,,,,,,,,,
Content ID,Pillar,Pattern Used,Topic,Target Audience,Hook (First 3s),Farmer Pain Point,Solution,CTA,Expected Outcome,Virality /10
REEL-068,Community (समुदाय),Mandi Shock,Mandi Shock: प्याज (Reel),बागवानी किसान,प्याज मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,App Download + Trust,10
REEL-069,Marketplace (बाज़ार),Mandi Shock,Mandi Shock: आलू (Reel),सीमांत किसान,आलू मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,App Download + Trust,10
REEL-070,Acquisition (अधिग्रहण),Mandi Shock,Mandi Shock: मिर्च (Reel),जोखिम-सतर्क किसान,मिर्च मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Trust,10
REEL-071,Retention (रिटेंशन),Crop Emergency Alert,Crop Emergency Alert: सरसों (Reel),छोटे किसान,🚨 UP में सरसों पर रोग — 72 घंटे में यह करो!,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + WhatsApp Growth,9
REEL-072,Brand (ब्रांड),Crop Emergency Alert,Crop Emergency Alert: चना (Reel),युवा किसान (18-35),🚨 बिहार में चना पर रोग — 72 घंटे में यह करो!,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + WhatsApp Growth,9
REEL-073,Awareness (जागरूकता),Crop Emergency Alert,Crop Emergency Alert: मूंग (Reel),महिला किसान,🚨 पंजाब में मूंग पर रोग — 72 घंटे में यह करो!,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Retention + WhatsApp Growth,9
REEL-074,Trust (भरोसा),Crop Emergency Alert,Crop Emergency Alert: बाजरा (Reel),FPO सदस्य,🚨 MP में बाजरा पर रोग — 72 घंटे में यह करो!,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Retention + WhatsApp Growth,9
REEL-075,Education (शिक्षा),Farmer Success Story,Farmer Success Story: ज्वार (Reel),प्रगतिशील किसान,'पहले डर था — आज ज्वार से खुशी है' — असली कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Trust + Registration,9
REEL-076,Community (समुदाय),Farmer Success Story,Farmer Success Story: हल्दी (Reel),नए डिजिटल किसान,'पहले डर था — आज हल्दी से खुशी है' — असली कहानी,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Trust + Registration,9
REEL-077,Marketplace (बाज़ार),Farmer Success Story,Farmer Success Story: अदरक (Reel),सब्ज़ी उत्पादक,'पहले डर था — आज अदरक से खुशी है' — असली कहानी,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Trust + Registration,9
REEL-078,Acquisition (अधिग्रहण),Farmer Success Story,Farmer Success Story: लहसुन (Reel),बागवानी किसान,'पहले डर था — आज लहसुन से खुशी है' — असली कहानी,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Trust + Registration,9
REEL-079,Retention (रिटेंशन),Machinery Pride,Machinery Pride: केला (Reel),सीमांत किसान,यह मशीन केला की लागत आधी कर देती है 😮,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Marketplace + Brand,8
REEL-080,Brand (ब्रांड),Machinery Pride,Machinery Pride: अनार (Reel),जोखिम-सतर्क किसान,यह मशीन अनार की लागत आधी कर देती है 😮,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Marketplace + Brand,8
REEL-081,Awareness (जागरूकता),Scheme Bomb,Scheme Bomb: Dragon Fruit (Reel),छोटे किसान,"🚨 PM-KISAN — किस्त आ रही है, status check करो!",भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,WhatsApp Growth + Registration,9
REEL-082,Trust (भरोसा),Scheme Bomb,Scheme Bomb: स्ट्रॉबेरी (Reel),युवा किसान (18-35),"🚨 PMFBY फसल बीमा — किस्त आ रही है, status check करो!",transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,WhatsApp Growth + Registration,9
REEL-083,Education (शिक्षा),Scheme Bomb,Scheme Bomb: मशरूम (Reel),महिला किसान,"🚨 KCC (Kisan Credit Card) — किस्त आ रही है, status check करो!",quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,WhatsApp Growth + Registration,9
REEL-084,Community (समुदाय),Scheme Bomb,Scheme Bomb: सब्ज़ी (Reel),FPO सदस्य,"🚨 PM-KUSUM सोलर — किस्त आ रही है, status check करो!",सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,WhatsApp Growth + Registration,9
REEL-085,Marketplace (बाज़ार),Jugaad Hack,Jugaad Hack: भिंडी (Reel),प्रगतिशील किसान,₹200 में भिंडी का जुगाड़ — 90% किसान नहीं जानते,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Shareability + Reach,9
REEL-086,Acquisition (अधिग्रहण),Jugaad Hack,Jugaad Hack: बैंगन (Reel),नए डिजिटल किसान,₹200 में बैंगन का जुगाड़ — 90% किसान नहीं जानते,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Shareability + Reach,9
REEL-087,Retention (रिटेंशन),Before / After,Before / After: फूलगोभी (Reel),सब्ज़ी उत्पादक,फूलगोभी खेत: पहले बनाम बाद — यकीन नहीं होगा,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Trust + Listing,8
REEL-088,Brand (ब्रांड),Before / After,Before / After: मटर (Reel),बागवानी किसान,मटर खेत: पहले बनाम बाद — यकीन नहीं होगा,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Listing,8
REEL-089,Awareness (जागरूकता),Mahila Kisan,Mahila Kisan: अरहर (Reel),सीमांत किसान,'अकेले 3 एकड़ अरहर संभाला' — रेखा देवी की कहानी,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Community + Brand,9
REEL-090,Trust (भरोसा),Mahila Kisan,Mahila Kisan: मूंगफली (Reel),जोखिम-सतर्क किसान,'अकेले 3 एकड़ मूंगफली संभाला' — रेखा देवी की कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Community + Brand,9
REEL-091,Education (शिक्षा),Mahila Kisan,Mahila Kisan: गेहूं (Reel),छोटे किसान,'अकेले 3 एकड़ गेहूं संभाला' — रेखा देवी की कहानी,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Community + Brand,9
REEL-092,Community (समुदाय),Mahila Kisan,Mahila Kisan: धान (Reel),युवा किसान (18-35),'अकेले 3 एकड़ धान संभाला' — रेखा देवी की कहानी,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Community + Brand,9
REEL-093,Marketplace (बाज़ार),Weather Emergency,Weather Emergency: मक्का (Reel),महिला किसान,🚨 पंजाब Alert: 72 घंटे में मौसम — मक्का बचाओ!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Retention + App Download,9
REEL-094,Acquisition (अधिग्रहण),Weather Emergency,Weather Emergency: सोयाबीन (Reel),FPO सदस्य,🚨 MP Alert: 72 घंटे में मौसम — सोयाबीन बचाओ!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Retention + App Download,9
REEL-095,Retention (रिटेंशन),Weather Emergency,Weather Emergency: कपास (Reel),प्रगतिशील किसान,🚨 महाराष्ट्र Alert: 72 घंटे में मौसम — कपास बचाओ!,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + App Download,9
REEL-096,Brand (ब्रांड),Weather Emergency,Weather Emergency: गन्ना (Reel),नए डिजिटल किसान,🚨 राजस्थान Alert: 72 घंटे में मौसम — गन्ना बचाओ!,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + App Download,9
REEL-097,Awareness (जागरूकता),Myth Buster,Myth Buster: टमाटर (Reel),सब्ज़ी उत्पादक,टमाटर के बारे में यह बात झूठ है — सच जानो,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Brand Authority,8
REEL-098,Trust (भरोसा),Profit Calculator,Profit Calculator: प्याज (Reel),बागवानी किसान,प्याज में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Lead Gen + Listing,9
REEL-099,Education (शिक्षा),Profit Calculator,Profit Calculator: आलू (Reel),सीमांत किसान,आलू में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Lead Gen + Listing,9
REEL-100,Community (समुदाय),Profit Calculator,Profit Calculator: मिर्च (Reel),जोखिम-सतर्क किसान,मिर्च में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Lead Gen + Listing,9
REEL-101,Marketplace (बाज़ार),Profit Calculator,Profit Calculator: सरसों (Reel),छोटे किसान,सरसों में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Lead Gen + Listing,9
REEL-102,Acquisition (अधिग्रहण),Field Interview,Field Interview: चना (Reel),युवा किसान (18-35),खेत से सीधे: बिहार के किसान क्या कह रहे हैं?,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Trust + Authority,8
REEL-103,Retention (रिटेंशन),Field Interview,Field Interview: मूंग (Reel),महिला किसान,खेत से सीधे: पंजाब के किसान क्या कह रहे हैं?,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Trust + Authority,8
REEL-104,Brand (ब्रांड),Old vs New,Old vs New: बाजरा (Reel),FPO सदस्य,बाजरा बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download,8
REEL-105,Awareness (जागरूकता),Old vs New,Old vs New: ज्वार (Reel),प्रगतिशील किसान,ज्वार बेचने का पुराना तरीका vs AgroManch — 5 घंटे vs 5 मिनट,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download,8
REEL-106,Trust (भरोसा),Hidden Crop,Hidden Crop: हल्दी (Reel),नए डिजिटल किसान,यह फसल ₹__/kg बिकती है — कोई राजस्थान में नहीं उगाता क्यों?,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Marketplace + Listing,9
REEL-107,Education (शिक्षा),Hidden Crop,Hidden Crop: अदरक (Reel),सब्ज़ी उत्पादक,यह फसल ₹__/kg बिकती है — कोई हरियाणा में नहीं उगाता क्यों?,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Marketplace + Listing,9
REEL-108,Community (समुदाय),Hidden Crop,Hidden Crop: लहसुन (Reel),बागवानी किसान,यह फसल ₹__/kg बिकती है — कोई गुजरात में नहीं उगाता क्यों?,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Marketplace + Listing,9
REEL-109,Marketplace (बाज़ार),Hidden Crop,Hidden Crop: केला (Reel),सीमांत किसान,यह फसल ₹__/kg बिकती है — कोई कर्नाटक में नहीं उगाता क्यों?,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Marketplace + Listing,9
REEL-110,Acquisition (अधिग्रहण),Tech Tutorial,Tech Tutorial: अनार (Reel),जोखिम-सतर्क किसान,AgroManch पर अनार list करो — 5 मिनट tutorial,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Activation,8
REEL-111,Retention (रिटेंशन),Tech Tutorial,Tech Tutorial: Dragon Fruit (Reel),छोटे किसान,AgroManch पर Dragon Fruit list करो — 5 मिनट tutorial,भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Activation,8
REEL-112,Brand (ब्रांड),Tech Tutorial,Tech Tutorial: स्ट्रॉबेरी (Reel),युवा किसान (18-35),AgroManch पर स्ट्रॉबेरी list करो — 5 मिनट tutorial,transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Activation,8
REEL-113,Awareness (जागरूकता),Tech Tutorial,Tech Tutorial: मशरूम (Reel),महिला किसान,AgroManch पर मशरूम list करो — 5 मिनट tutorial,quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Activation,8
REEL-114,Trust (भरोसा),Award / Recognition,Award / Recognition: सब्ज़ी (Reel),FPO सदस्य,🏆 Kisan Star of the Week — MP के किसान को बधाई!,सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Retention + Loyalty,8
REEL-115,Education (शिक्षा),Regional Language,Regional Language: भिंडी (Reel),प्रगतिशील किसान,किसान भाई — आज भोजपुरी में भिंडी की बात,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Registration + Reach,9
REEL-116,Community (समुदाय),Regional Language,Regional Language: बैंगन (Reel),नए डिजिटल किसान,किसान भाई — आज भोजपुरी में बैंगन की बात,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Registration + Reach,9
REEL-117,Marketplace (बाज़ार),Regional Language,Regional Language: फूलगोभी (Reel),सब्ज़ी उत्पादक,किसान भाई — आज भोजपुरी में फूलगोभी की बात,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Registration + Reach,9
REEL-118,Acquisition (अधिग्रहण),Regional Language,Regional Language: मटर (Reel),बागवानी किसान,किसान भाई — आज भोजपुरी में मटर की बात,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Registration + Reach,9
REEL-119,Retention (रिटेंशन),Community Debate,Community Debate: अरहर (Reel),सीमांत किसान,सच बोलो — अरहर मंडी में सही भाव मिलता है? Poll 👇,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Engagement + Community,9
REEL-120,Brand (ब्रांड),Community Debate,Community Debate: मूंगफली (Reel),जोखिम-सतर्क किसान,सच बोलो — मूंगफली मंडी में सही भाव मिलता है? Poll 👇,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Engagement + Community,9
REEL-121,Awareness (जागरूकता),Seasonal Countdown,Seasonal Countdown: गेहूं (Reel),छोटे किसान,गेहूं बुवाई में बस __ दिन बाकी — तैयारी शुरू!,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Listing + Marketplace,8
REEL-122,Trust (भरोसा),Seasonal Countdown,Seasonal Countdown: धान (Reel),युवा किसान (18-35),धान बुवाई में बस __ दिन बाकी — तैयारी शुरू!,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Listing + Marketplace,8
REEL-123,Education (शिक्षा),Seasonal Countdown,Seasonal Countdown: मक्का (Reel),महिला किसान,मक्का बुवाई में बस __ दिन बाकी — तैयारी शुरू!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Listing + Marketplace,8
REEL-124,Community (समुदाय),Seasonal Countdown,Seasonal Countdown: सोयाबीन (Reel),FPO सदस्य,सोयाबीन बुवाई में बस __ दिन बाकी — तैयारी शुरू!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Listing + Marketplace,8
REEL-125,Marketplace (बाज़ार),Profit Reveal,Profit Reveal: कपास (Reel),प्रगतिशील किसान,इस किसान ने कपास से ₹__ लाख कमाए — कैसे?,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,App Download + Listing,10
REEL-126,Acquisition (अधिग्रहण),Profit Reveal,Profit Reveal: गन्ना (Reel),नए डिजिटल किसान,इस किसान ने गन्ना से ₹__ लाख कमाए — कैसे?,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Listing,10
REEL-127,Retention (रिटेंशन),Profit Reveal,Profit Reveal: टमाटर (Reel),सब्ज़ी उत्पादक,इस किसान ने टमाटर से ₹__ लाख कमाए — कैसे?,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,App Download + Listing,10
REEL-128,Brand (ब्रांड),Profit Reveal,Profit Reveal: प्याज (Reel),बागवानी किसान,इस किसान ने प्याज से ₹__ लाख कमाए — कैसे?,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,App Download + Listing,10
REEL-129,Awareness (जागरूकता),Mandi Shock,Mandi Shock: आलू (Reel),सीमांत किसान,आलू मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,App Download + Trust,10
REEL-130,Trust (भरोसा),Mandi Shock,Mandi Shock: मिर्च (Reel),जोखिम-सतर्क किसान,मिर्च मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,App Download + Trust,10
REEL-131,Education (शिक्षा),Mandi Shock,Mandi Shock: सरसों (Reel),छोटे किसान,सरसों मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,App Download + Trust,10
REEL-132,Community (समुदाय),Mandi Shock,Mandi Shock: चना (Reel),युवा किसान (18-35),चना मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,App Download + Trust,10
REEL-133,Marketplace (बाज़ार),Crop Emergency Alert,Crop Emergency Alert: मूंग (Reel),महिला किसान,🚨 पंजाब में मूंग पर रोग — 72 घंटे में यह करो!,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Retention + WhatsApp Growth,9
REEL-134,Acquisition (अधिग्रहण),Crop Emergency Alert,Crop Emergency Alert: बाजरा (Reel),FPO सदस्य,🚨 MP में बाजरा पर रोग — 72 घंटे में यह करो!,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Retention + WhatsApp Growth,9
