📲  Story Content Bank — 100 Ideas,,,,,,,,,,
100 production-ready ideas  |  Phase 2 + 3  |  हर row = ready to shoot/design,,,,,,,,,,
Content ID,Pillar,Pattern Used,Topic,Target Audience,Hook (First 3s),Farmer Pain Point,Solution,CTA,Expected Outcome,Virality /10
STOR-068,Community (समुदाय),Mandi Shock,Mandi Shock: प्याज (Story),बागवानी किसान,प्याज मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,App Download + Trust,10
STOR-069,Marketplace (बाज़ार),Mandi Shock,Mandi Shock: आलू (Story),सीमांत किसान,आलू मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,App Download + Trust,10
STOR-070,Acquisition (अधिग्रहण),Mandi Shock,Mandi Shock: मिर्च (Story),जोखिम-सतर्क किसान,मिर्च मंडी में ₹__/kg — AgroManch पर ₹__! फर्क देखो 🔴🟢,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,App Download + Trust,10
STOR-071,Retention (रिटेंशन),Crop Emergency Alert,Crop Emergency Alert: सरसों (Story),छोटे किसान,🚨 UP में सरसों पर रोग — 72 घंटे में यह करो!,नकली बीज/खाद,"AgroManch पर सरसों direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + WhatsApp Growth,9
STOR-072,Brand (ब्रांड),Crop Emergency Alert,Crop Emergency Alert: चना (Story),युवा किसान (18-35),🚨 बिहार में चना पर रोग — 72 घंटे में यह करो!,पानी की कमी,"AgroManch पर चना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + WhatsApp Growth,9
STOR-073,Awareness (जागरूकता),Crop Emergency Alert,Crop Emergency Alert: मूंग (Story),महिला किसान,🚨 पंजाब में मूंग पर रोग — 72 घंटे में यह करो!,मजदूरों की कमी,"AgroManch पर मूंग direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Retention + WhatsApp Growth,9
STOR-074,Trust (भरोसा),Crop Emergency Alert,Crop Emergency Alert: बाजरा (Story),FPO सदस्य,🚨 MP में बाजरा पर रोग — 72 घंटे में यह करो!,सरकारी योजना की जानकारी नहीं,"AgroManch पर बाजरा direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Retention + WhatsApp Growth,9
STOR-075,Education (शिक्षा),Farmer Success Story,Farmer Success Story: ज्वार (Story),प्रगतिशील किसान,'पहले डर था — आज ज्वार से खुशी है' — असली कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर ज्वार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Trust + Registration,9
STOR-076,Community (समुदाय),Farmer Success Story,Farmer Success Story: हल्दी (Story),नए डिजिटल किसान,'पहले डर था — आज हल्दी से खुशी है' — असली कहानी,मंडी में कम भाव,"AgroManch पर हल्दी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Trust + Registration,9
STOR-077,Marketplace (बाज़ार),Farmer Success Story,Farmer Success Story: अदरक (Story),सब्ज़ी उत्पादक,'पहले डर था — आज अदरक से खुशी है' — असली कहानी,बिचौलियों की लूट,"AgroManch पर अदरक direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Trust + Registration,9
STOR-078,Acquisition (अधिग्रहण),Farmer Success Story,Farmer Success Story: लहसुन (Story),बागवानी किसान,'पहले डर था — आज लहसुन से खुशी है' — असली कहानी,payment में देरी,"AgroManch पर लहसुन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Trust + Registration,9
STOR-079,Retention (रिटेंशन),Machinery Pride,Machinery Pride: केला (Story),सीमांत किसान,यह मशीन केला की लागत आधी कर देती है 😮,फसल में रोग/कीट,"AgroManch पर केला direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Marketplace + Brand,8
STOR-080,Brand (ब्रांड),Machinery Pride,Machinery Pride: अनार (Story),जोखिम-सतर्क किसान,यह मशीन अनार की लागत आधी कर देती है 😮,मौसम का नुकसान,"AgroManch पर अनार direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Marketplace + Brand,8
STOR-081,Awareness (जागरूकता),Scheme Bomb,Scheme Bomb: Dragon Fruit (Story),छोटे किसान,"🚨 PM-KISAN — किस्त आ रही है, status check करो!",भंडारण की समस्या,"AgroManch पर Dragon Fruit direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,WhatsApp Growth + Registration,9
STOR-082,Trust (भरोसा),Scheme Bomb,Scheme Bomb: स्ट्रॉबेरी (Story),युवा किसान (18-35),"🚨 PMFBY फसल बीमा — किस्त आ रही है, status check करो!",transport खर्च,"AgroManch पर स्ट्रॉबेरी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,WhatsApp Growth + Registration,9
STOR-083,Education (शिक्षा),Scheme Bomb,Scheme Bomb: मशरूम (Story),महिला किसान,"🚨 KCC (Kisan Credit Card) — किस्त आ रही है, status check करो!",quality grading,"AgroManch पर मशरूम direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,WhatsApp Growth + Registration,9
STOR-084,Community (समुदाय),Scheme Bomb,Scheme Bomb: सब्ज़ी (Story),FPO सदस्य,"🚨 PM-KUSUM सोलर — किस्त आ रही है, status check करो!",सही buyer नहीं मिलता,"AgroManch पर सब्ज़ी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,WhatsApp Growth + Registration,9
STOR-085,Marketplace (बाज़ार),Jugaad Hack,Jugaad Hack: भिंडी (Story),प्रगतिशील किसान,₹200 में भिंडी का जुगाड़ — 90% किसान नहीं जानते,कर्ज़ का बोझ,"AgroManch पर भिंडी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Shareability + Reach,9
STOR-086,Acquisition (अधिग्रहण),Jugaad Hack,Jugaad Hack: बैंगन (Story),नए डिजिटल किसान,₹200 में बैंगन का जुगाड़ — 90% किसान नहीं जानते,नकली बीज/खाद,"AgroManch पर बैंगन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Shareability + Reach,9
STOR-087,Retention (रिटेंशन),Before / After,Before / After: फूलगोभी (Story),सब्ज़ी उत्पादक,फूलगोभी खेत: पहले बनाम बाद — यकीन नहीं होगा,पानी की कमी,"AgroManch पर फूलगोभी direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Trust + Listing,8
STOR-088,Brand (ब्रांड),Before / After,Before / After: मटर (Story),बागवानी किसान,मटर खेत: पहले बनाम बाद — यकीन नहीं होगा,मजदूरों की कमी,"AgroManch पर मटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Trust + Listing,8
STOR-089,Awareness (जागरूकता),Mahila Kisan,Mahila Kisan: अरहर (Story),सीमांत किसान,'अकेले 3 एकड़ अरहर संभाला' — रेखा देवी की कहानी,सरकारी योजना की जानकारी नहीं,"AgroManch पर अरहर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Community + Brand,9
STOR-090,Trust (भरोसा),Mahila Kisan,Mahila Kisan: मूंगफली (Story),जोखिम-सतर्क किसान,'अकेले 3 एकड़ मूंगफली संभाला' — रेखा देवी की कहानी,बाज़ार भाव की जानकारी नहीं,"AgroManch पर मूंगफली direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Community + Brand,9
STOR-091,Education (शिक्षा),Mahila Kisan,Mahila Kisan: गेहूं (Story),छोटे किसान,'अकेले 3 एकड़ गेहूं संभाला' — रेखा देवी की कहानी,मंडी में कम भाव,"AgroManch पर गेहूं direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Community + Brand,9
STOR-092,Community (समुदाय),Mahila Kisan,Mahila Kisan: धान (Story),युवा किसान (18-35),'अकेले 3 एकड़ धान संभाला' — रेखा देवी की कहानी,बिचौलियों की लूट,"AgroManch पर धान direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Community + Brand,9
STOR-093,Marketplace (बाज़ार),Weather Emergency,Weather Emergency: मक्का (Story),महिला किसान,🚨 पंजाब Alert: 72 घंटे में मौसम — मक्का बचाओ!,payment में देरी,"AgroManch पर मक्का direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Comment करो — आपका जवाब video में आ सकता है 💬,Retention + App Download,9
STOR-094,Acquisition (अधिग्रहण),Weather Emergency,Weather Emergency: सोयाबीन (Story),FPO सदस्य,🚨 MP Alert: 72 घंटे में मौसम — सोयाबीन बचाओ!,फसल में रोग/कीट,"AgroManch पर सोयाबीन direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Expert से free बात करो — App → Expert section 👨‍🌾,Retention + App Download,9
STOR-095,Retention (रिटेंशन),Weather Emergency,Weather Emergency: कपास (Story),प्रगतिशील किसान,🚨 महाराष्ट्र Alert: 72 घंटे में मौसम — कपास बचाओ!,मौसम का नुकसान,"AgroManch पर कपास direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Tag करो उस किसान को जिसे यह मदद करेगा 👇,Retention + App Download,9
STOR-096,Brand (ब्रांड),Weather Emergency,Weather Emergency: गन्ना (Story),नए डिजिटल किसान,🚨 राजस्थान Alert: 72 घंटे में मौसम — गन्ना बचाओ!,भंडारण की समस्या,"AgroManch पर गन्ना direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Schemes section में status check करो — App खोलो 📋,Retention + App Download,9
STOR-097,Awareness (जागरूकता),Myth Buster,Myth Buster: टमाटर (Story),सब्ज़ी उत्पादक,टमाटर के बारे में यह बात झूठ है — सच जानो,transport खर्च,"AgroManch पर टमाटर direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",AgroManch App download करो — link bio में 👇,Brand Authority,8
STOR-098,Trust (भरोसा),Profit Calculator,Profit Calculator: प्याज (Story),बागवानी किसान,प्याज में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,quality grading,"AgroManch पर प्याज direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",अभी फसल list करो — पहली sale आज ही 📲,Lead Gen + Listing,9
STOR-099,Education (शिक्षा),Profit Calculator,Profit Calculator: आलू (Story),सीमांत किसान,आलू में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,सही buyer नहीं मिलता,"AgroManch पर आलू direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",WhatsApp group join करो — daily भाव alerts 🔔,Lead Gen + Listing,9
STOR-100,Community (समुदाय),Profit Calculator,Profit Calculator: मिर्च (Story),जोखिम-सतर्क किसान,मिर्च में 1 एकड़ = कितना मुनाफा? पूरा हिसाब,कर्ज़ का बोझ,"AgroManch पर मिर्च direct buyers को बेचो — fair price, 72hr payment, free expert. App → List → Sell. बिचौलिया खत्म, मुनाफा आपका।",Save करो 📌 और किसान दोस्त को share करो 🙏,Lead Gen + Listing,9
